postal_cd,consultant_names,consultant_num,num_districts_served,num_clean_districts_served,num_dirty_districts_served,num_fiber_target_districts_served,num_potential_fiber_target_districts_served,num_not_fiber_target_districts_served,num_no_data_fiber_districts_served,num_bw_target_districts_served,num_potential_bw_target_districts_served,num_not_bw_target_districts_served,num_no_data_bw_districts_served,num_meeting_affordability_districts_served,num_not_meeting_affordability_districts_served,num_unknown_affordability_districts_served,num_fiber_or_bw_target_districts_served,num_fiber_or_bw_potential_target_districts_served,num_applications
IL,Telesolutions Consultants LLC,16043677,91,78,13,7,12,72,0,8,6,77,0,36,42,13,15,16,135
IL,Utilityhelp Inc,17004666,2,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2
IL,Wilson Consulting,17009791,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
IL,"Zeller and Associates, LLC",16051885,23,22,1,5,0,18,0,4,0,19,0,12,10,1,7,0,27
IN,AdTec-Administrative & Technical Consulting,16024741,287,256,31,12,71,204,0,28,18,240,1,18,238,31,38,72,464
IN,BTU Consultants,16049611,3,2,1,1,1,1,0,0,1,2,0,0,2,1,1,1,9
IN,Educational Funding Group,16043587,2,1,1,0,2,0,0,0,1,1,0,0,1,1,0,2,5
IN,Epic Communications,16048924,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3
IN,Generex Consulting,16075503,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
IN,Northern Indiana Educational Service Center,16069228,6,6,0,0,1,5,0,0,0,6,0,1,5,0,0,1,9
KS,BTU Consultants,16049611,5,4,1,0,0,5,0,1,0,4,0,1,3,1,1,0,5
KS,CRW Consulting,16024800,9,9,0,2,2,5,0,2,0,7,0,3,6,0,4,2,10
KS,CTI eRate Services,16043573,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
KS,"eRate Solutions, L.L.C.",16024804,26,26,0,3,0,23,0,3,0,23,0,3,23,0,5,0,31
KS,ESSDACK,16062692,26,26,0,5,1,20,0,1,0,25,0,17,9,0,6,1,26
KS,Smoky Hill Education Service Center,16049052,45,44,1,9,0,36,0,2,1,42,0,38,6,1,11,1,46
KS,South Central Kansas Education Service Center,16062519,14,14,0,2,3,9,0,0,0,14,0,5,9,0,2,3,20
KS,Southeast Kansas Education Service Center,16062002,52,51,1,8,3,41,0,7,1,44,0,15,36,1,14,4,55
KS,Southwest Plains Regional Service Center,16062590,23,21,2,3,1,19,0,0,0,23,0,11,10,2,3,1,24
KY,AdTec-Administrative & Technical Consulting,16024741,4,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4
KY,"e2e Exchange, LLC",16043595,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
KY,K12 Consultants,16043612,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
KY,Lite the Nite Technologies LLC,16072341,4,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4
LA,Allen & Allen Consulting LLC,16060634,4,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4
LA,Educational Professional Services,16071123,26,23,3,2,1,23,0,4,3,19,0,6,17,3,6,3,28
LA,"Education Partners Solution, Inc.",16043584,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,5
LA,"E-Rate 360 Solutions, LLC",16048893,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
LA,E-Rate Central,16060891,3,3,0,0,1,2,0,0,0,3,0,2,1,0,0,1,3
LA,Funds for Learning,16024808,3,3,0,0,0,3,0,2,0,1,0,1,2,0,2,0,3
LA,GETFUNDED,16057463,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
LA,"Kellogg & Sovereign Consulting, LLC",16024809,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
LA,Morrow & Morrow Inc,16062111,6,4,2,0,2,4,0,1,2,3,0,1,3,2,1,2,6
MA,Anthony Terceira,16062354,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
MA,BTU Consultants,16049611,24,24,0,2,4,18,0,4,0,20,0,19,5,0,4,4,25
MA,CAROL HOLZBERG,16062614,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MA,Chambers Advisory Group,16062632,8,6,2,2,3,3,0,0,1,7,0,4,2,2,2,4,8
MA,CTI eRate Services,16043573,3,3,0,1,0,2,0,0,0,3,0,3,0,0,1,0,3
MA,"e2e Exchange, LLC",16043595,6,3,3,1,2,3,0,1,0,5,0,1,2,3,2,2,7
MA,Educational Consortium for Telecom Savings,16024807,9,7,2,2,1,5,1,0,0,9,0,4,3,2,2,1,11
MA,"E-Rate 360 Solutions, LLC",16048893,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MA,E-Rate Central,16060891,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MA,E-Rate First,16065884,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MA,E-RATE ONLINE LLC,16048791,37,34,3,6,5,26,0,8,1,28,0,17,17,3,13,6,38
MA,"E-Rate Strategies, LLC",16052039,2,2,0,0,2,0,0,0,0,2,0,1,1,0,0,2,2
MA,Funds for Learning,16024808,2,2,0,0,0,2,0,1,0,1,0,2,0,0,1,0,2
MA,Loretta A. Santos,16076555,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,2
MA,Loretta Cannistraci,16082145,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2
MA,ONeal Consulting,16024811,77,75,2,17,8,52,0,16,1,60,0,49,26,2,31,8,80
MA,SHERYL S. MYERS,16062434,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
MA,TECedge LLC,16052088,13,12,1,3,3,7,0,3,0,10,0,9,3,1,6,3,13
MD,E-Rate Complete,16043592,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MD,"E-Rate Elite Services, Inc.",16024803,10,10,0,2,3,5,0,3,0,7,0,2,8,0,5,3,10
MD,Funds for Learning,16024808,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MD,Vitech Consulting Services,16049014,4,3,1,1,0,3,0,2,0,2,0,1,2,1,3,0,8
ME,Allen J. Curtis,16061787,4,4,0,1,0,3,0,0,0,4,0,4,0,0,1,0,4
ME,Educational Consortium for Telecom Savings,16024807,9,8,1,0,3,6,0,0,1,8,0,7,1,1,0,3,10
MI,AdTec-Administrative & Technical Consulting,16024741,2,1,1,1,0,1,0,0,0,1,1,0,0,2,1,0,2
MI,BIA Erate Team,17001438,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2
MI,BTU Consultants,16049611,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
MI,Convergent Technology Partners,16043571,25,18,7,1,10,14,0,3,5,17,0,11,7,7,4,11,26
MI,Elite Fund Inc,16043589,70,49,21,8,33,29,0,13,7,50,0,29,20,21,21,34,78
MI,Judy Bright,16062496,3,3,0,0,0,3,0,1,0,2,0,3,0,0,1,0,3
MI,LJS & Associates,16043629,2,0,2,0,2,0,0,0,1,1,0,0,0,2,0,2,2
MI,"Phoenix Educational, Inc.",16043655,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
MI,RMS Associates LLC,16054722,8,4,4,0,7,1,0,0,2,6,0,3,1,4,0,7,8
MI,Techplex,16043676,15,14,1,2,6,7,0,4,0,11,0,12,2,1,5,6,15
MI,Telecomp Solutions,16062050,15,11,4,2,7,6,0,1,2,11,1,8,3,4,3,7,15
MI,Telesolutions Consultants LLC,16043677,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1
MI,Triple R Consultants,16055924,37,17,20,1,25,11,0,2,17,18,0,17,0,20,3,26,44
MN,"ARROWHEAD REGIONAL COMPUTING CONSORTIUM, RMIC REGION II",16062657,28,27,1,0,3,25,0,4,0,23,1,22,5,1,4,3,28
MN,BIA Erate Team,17001438,2,0,2,0,0,2,0,0,2,0,0,1,0,1,0,2,3
MN,CSM Consulting Inc.,16043564,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
MN,Dakota Academic Consulting,16062227,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MN,"Data Core Engineering, Inc.",16043575,2,2,0,1,1,0,0,0,0,2,0,0,2,0,1,1,2
MN,"e2e Exchange, LLC",16043595,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MN,Educational Consortium for Telecom Savings,16024807,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MN,Elert & Associates,16043588,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
MN,E-Rate Advantage,16060670,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MN,"E-RATE AND EDUCATIONAL SERVICES, LLC.",16062408,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MN,E-Rate Central,16060891,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MN,E-Rate Complete,16043592,25,22,3,3,8,14,0,2,2,21,0,11,11,3,3,8,26
MN,"ERateProgram, LLC",16048902,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
MN,Fazil Bhimani,16062645,63,58,5,3,21,39,0,6,4,52,1,29,29,5,8,22,72
MN,OReilly-Consulting,16063743,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MN,SKOGEN EDUCATIONAL SERVICES CONSULTANT,16062829,3,3,0,0,0,3,0,0,0,3,0,2,1,0,0,0,3
MN,SWWC Service Cooperative E-Rate Consulting,16062435,4,4,0,1,0,3,0,0,0,4,0,1,3,0,1,0,4
MO,"ADS Advanced Data Services, Inc.",16049151,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
MO,AJD Consulting Services,16062967,2,2,0,0,1,1,0,0,0,2,0,0,2,0,0,1,2
MO,"Basic Production Services, Ltd.",17000490,2,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,2
MO,BTU Consultants,16049611,5,5,0,0,0,5,0,2,0,3,0,3,2,0,2,0,5
MO,CRW Consulting,16024800,23,20,3,1,4,18,0,4,1,18,0,7,13,3,5,5,24
MO,CSM Consulting Inc.,16043564,3,3,0,0,2,1,0,0,0,3,0,2,1,0,0,2,3
MO,CTI eRate Services,16043573,2,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,2
MO,"e2e Exchange, LLC",16043595,6,5,1,2,2,2,0,1,0,5,0,3,2,1,2,2,7
MO,Educational Consortium for Telecom Savings,16024807,3,3,0,0,1,2,0,0,0,3,0,3,0,0,0,1,3
MO,"E-Rate 360 Solutions, LLC",16048893,2,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2
MO,E-Rate Central,16060891,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
MO,"E-Rate Funding Services, LLC",16082747,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
MO,E-Rate Funding Solutions LLC,16070846,4,4,0,0,0,4,0,1,0,3,0,1,3,0,1,0,5
MO,E-Rate Professional$.com,16062265,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
MO,"ERateProgram, LLC",16048902,64,52,12,5,24,35,0,14,4,43,3,12,40,12,16,24,70
MO,E-Rate Services LLC,16060902,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MO,Federal Funds Assistant,16062923,2,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2
MO,Federal Program Consulting Inc,16060500,7,7,0,0,1,6,0,1,0,6,0,5,2,0,1,1,7
MO,Fred Norman,17000231,11,11,0,2,1,8,0,3,0,8,0,5,6,0,4,1,12
MO,Funds for Learning,16024808,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MO,Joseph Kreta,16074910,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
MO,"K12 Funds, LLC",16080167,2,2,0,0,1,1,0,0,0,2,0,2,0,0,0,1,2
MO,"Kellogg & Sovereign Consulting, LLC",16024809,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2
MO,"MJE ERATE Services, LLC",16079806,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MO,Robert Barnes,17005681,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
MS,Janice Russell,16062217,2,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2
MS,"Kellogg & Sovereign Consulting, LLC",16024809,4,3,1,0,2,2,0,0,0,4,0,2,1,1,0,2,4
MS,Lesley Mukoro,17002951,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3
MS,MILLENNIUM CONSULTING SERVICE,16062456,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
MS,"Rodabough Education Group, LLC",16081692,11,9,2,0,2,9,0,0,0,11,0,8,1,2,0,2,13
MT,"E-Rate 360 Solutions, LLC",16048893,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
MT,E-Rate Central,16060891,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
MT,"E-Rate Program Management, LLC",17000083,27,27,0,6,0,21,0,0,0,27,0,22,5,0,6,0,27
MT,Jack Sterling,16062215,109,105,4,27,8,74,0,5,2,102,0,91,15,3,29,9,110
MT,John Hubley,16062228,50,48,2,19,2,29,0,9,0,41,0,23,25,2,25,2,54
MT,Montana Association of School Business Officials,16075381,8,8,0,6,0,2,0,1,0,7,0,5,3,0,6,0,8
NC,"Clarity Solutions, Inc.",16024799,5,5,0,0,0,5,0,0,0,5,0,1,4,0,0,0,5
NC,Educational Consortium for Telecom Savings,16024807,2,1,1,0,1,1,0,0,0,2,0,0,1,1,0,1,3
NC,Epic Communications,16048924,2,2,0,0,0,2,0,2,0,0,0,0,2,0,2,0,3
NC,"E-Rate Elite Services, Inc.",16024803,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
NC,E-Rate Services LLC,16060902,10,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,10
NC,Jim Ross,16062851,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
NC,Morrow & Morrow Inc,16062111,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NC,New Hope Technology Foundation,16054699,16,16,0,1,0,15,0,1,0,15,0,0,16,0,2,0,17
NC,Service Associates Inc,16043663,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
ND,BTU Consultants,16049611,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
ND,E-Rate Complete,16043592,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
ND,Federal Funds Assistant,16062923,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
ND,Jack Sterling,16062215,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
NE,CRW Consulting,16024800,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
NE,Educational Consortium for Telecom Savings,16024807,5,4,1,1,1,3,0,0,0,5,0,3,1,1,1,1,6
NE,EDUCATIONAL SERVICE UNIT 10,16062372,26,26,0,1,2,23,0,0,0,26,0,18,8,0,1,2,31
NE,EDUCATIONAL SERVICE UNIT NO 11,16062031,7,7,0,0,1,6,0,0,0,7,0,7,0,0,0,1,7
NE,EDUCATIONAL SERVICE UNIT NO. 13,16063166,7,5,2,3,3,1,0,0,2,5,0,4,1,2,3,3,12
NE,"E-Rate 360 Solutions, LLC",16048893,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
NE,E-Rate Complete,16043592,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1
NE,E-Rate Funding Solutions LLC,16070846,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
NE,ESU 5 Erate Services,17000014,49,49,0,1,10,38,0,0,0,49,0,49,0,0,1,10,54
NE,Mary Gurney,17001967,8,8,0,2,2,4,0,0,0,8,0,5,3,0,2,2,13
NE,SNDEN Consultant,17008823,3,2,1,1,1,1,0,0,0,3,0,0,2,1,1,1,3
NH,Allen J. Curtis,16061787,3,3,0,1,0,2,0,1,0,2,0,2,1,0,1,0,4
NH,CTI eRate Services,16043573,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NH,"e2e Exchange, LLC",16043595,7,5,2,3,2,2,0,0,1,6,0,2,3,2,3,2,7
NH,Educational Consortium for Telecom Savings,16024807,3,2,1,1,0,2,0,0,0,3,0,2,0,1,1,0,3
NH,Epic Communications,16048924,5,4,1,1,1,3,0,1,0,4,0,4,0,1,1,1,6
NH,E-Rate Central,16060891,2,2,0,0,0,2,0,0,0,2,0,1,1,0,0,0,2
NH,"E-Rate Elite Services, Inc.",16024803,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
NH,E-RATE ONLINE LLC,16048791,3,2,1,0,1,2,0,0,0,3,0,0,2,1,0,1,3
NH,"E-Rate Strategies, LLC",16052039,10,8,2,2,1,7,0,2,1,7,0,8,0,2,4,1,11
NH,Federal Funds Assistant,16062923,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NH,MONDAVI DESIGN,16061991,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
NH,ONeal Consulting,16024811,3,3,0,1,1,1,0,0,0,3,0,2,1,0,1,1,4
NH,On-Tech Consulting Inc,16043646,2,2,0,1,0,1,0,1,0,1,0,1,1,0,1,0,2
NJ,Alemar Consulting,16024740,3,3,0,0,0,3,0,1,0,2,0,0,3,0,1,0,3
NJ,Brian Tomlinson,16076737,2,1,1,0,1,1,0,0,1,1,0,1,0,1,0,2,6
NJ,Bruce Cerra CPA,16062911,2,1,1,0,2,0,0,0,1,1,0,0,1,1,0,2,2
NJ,BTU Consultants,16049611,6,5,1,0,1,5,0,1,0,5,0,3,2,1,1,1,6
NJ,CRW Consulting,16024800,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NJ,"e2e Exchange, LLC",16043595,150,96,54,49,44,57,0,16,27,103,4,62,34,54,59,53,162
NJ,Educational Consortium for Telecom Savings,16024807,86,81,5,11,13,62,0,7,3,76,0,61,20,5,17,14,86
NJ,Epic Communications,16048924,2,1,1,0,1,1,0,0,0,2,0,1,0,1,0,1,2
NJ,"E-Rate 360 Solutions, LLC",16048893,7,6,1,0,2,5,0,2,0,4,1,1,5,1,2,2,7
NJ,E-Rate Advantage,16060670,4,4,0,0,2,2,0,0,0,4,0,3,1,0,0,2,5
NJ,E-Rate Central,16060891,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NJ,Erate Compliance,16062554,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NJ,E-Rate Consulting Inc.,16043594,41,35,6,2,12,27,0,3,6,32,0,14,21,6,5,12,45
NJ,"E-Rate Elite Services, Inc.",16024803,4,2,2,0,2,2,0,0,1,3,0,1,1,2,0,2,4
NJ,Erate Exchange LLC,16043595,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
NJ,E-Rate First,16065884,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NJ,E-RATE ONLINE LLC,16048791,9,8,1,1,2,6,0,0,0,9,0,6,2,1,1,2,9
NJ,E-Rate Partners LLC,16060898,48,42,6,8,12,28,0,6,3,39,0,27,15,6,13,12,49
NJ,E-Rate Professional$.com,16062265,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NJ,"ERateProgram, LLC",16048902,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NJ,E Rate Solutions Group Inc,16043598,6,6,0,1,1,4,0,0,0,6,0,2,4,0,1,1,6
NJ,"E-Rate Strategies, LLC",16052039,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
NJ,Federal Funds Assistant,16062923,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NJ,Funds for Learning,16024808,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3
NJ,"Kellogg & Sovereign Consulting, LLC",16024809,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NJ,MICHAEL FOSTER,16062654,2,2,0,1,0,1,0,0,0,2,0,1,1,0,1,0,2
NJ,On-Tech Consulting Inc,16043646,68,58,10,12,17,39,0,3,5,60,0,38,20,10,15,19,70
NJ,RTC/TRMG,16054718,12,11,1,3,1,8,0,1,0,11,0,8,3,1,3,1,12
NJ,"Sutherland Consulting Group, Inc. DBA EdTechnologyFunds, Inc.",16060507,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NM,"ADS Advanced Data Services, Inc.",16049151,2,1,1,0,0,2,0,1,1,0,0,1,0,1,1,1,3
NM,BIA Erate Team,17001438,2,0,2,1,0,1,0,0,2,0,0,0,1,1,1,2,2
NM,"E-Rate 360 Solutions, LLC",16048893,2,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,3
NM,E-Rate Central,16060891,21,19,2,0,1,20,0,6,0,15,0,3,16,2,6,1,27
NM,E-Rate Consulting LLC,16062128,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NM,ETECHCO INC,16061978,3,3,0,1,0,2,0,1,0,2,0,1,2,0,1,0,3
NM,Funds for Learning,16024808,5,5,0,0,0,5,0,2,0,3,0,1,4,0,2,0,5
NM,GETFUNDED,16057463,3,3,0,1,1,1,0,0,0,3,0,0,3,0,1,1,3
NM,International Computer Corporation,16062109,3,1,2,0,1,2,0,0,1,2,0,0,1,2,0,2,6
NM,Regional Educational Cooperative #6,17001359,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NM,Right Click Technology Management Services,16071594,2,1,1,0,0,2,0,0,1,1,0,1,0,1,0,1,2
NM,Telcom Solutions Inc.,16063266,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NV,BIA Erate Team,17001438,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2
NV,"e2e Exchange, LLC",16043595,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
NV,Educational Consortium for Telecom Savings,16024807,4,4,0,3,1,0,0,2,0,2,0,3,1,0,4,1,4
NV,"E-Rate 360 Solutions, LLC",16048893,2,2,0,1,0,1,0,0,0,2,0,1,1,0,1,0,2
NV,"E-Rate Elite Services, Inc.",16024803,5,5,0,3,0,2,0,1,0,4,0,2,3,0,3,0,5
NV,Joseph Kreta,16074910,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
NV,Nicole Radoumis,16072253,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
NV,Phillip D Seager,16066478,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NV,Sherri Martinez,16075152,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NY,COKER CONSULTING,16062020,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NY,Dutchess BOCES,16062760,6,6,0,0,0,6,0,2,0,4,0,4,2,0,2,0,6
NY,"e2e Exchange, LLC",16043595,48,36,12,6,13,29,0,11,7,30,0,4,32,12,15,14,49
NY,Educational Funding Group,16043587,2,2,0,0,0,2,0,1,0,1,0,1,1,0,1,0,2
NY,E-Rate Advantage,16060670,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NY,E-Rate Central,16060891,90,74,16,3,27,60,0,18,6,64,2,44,30,16,20,27,97
NY,Erate Compliance,16062554,6,6,0,0,2,4,0,1,0,5,0,1,5,0,1,2,6
NY,E-Rate Partners LLC,16060898,9,7,2,0,0,9,0,0,0,9,0,4,3,2,0,0,9
NY,"E-Rate Strategies, LLC",16052039,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
NY,Erie 1 BOCES E-Rate Consultants,16079721,8,8,0,2,3,3,0,1,0,7,0,7,1,0,3,3,8
NY,ESC Region 12 E-Rate Consulting,16062048,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
NY,Federal Program Consulting Inc,16060500,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
